RULES: ('WEEK_49',) => ('DENGUE_HIGH',) : 0.7222
RULES: ('POPD_LESS DENSE', 'TEMPS_COLD', 'ALT_LOW') => ('DENGUE_LOW',) : 0.7143
RULES: ('SSTA_COLD', 'RAINFALL_SMALL', 'TDIST_NEAR') => ('DENGUE_LOW',) : 0.8
RULES: ('EVI_DENSE', 'POV_NORMAL', 'TEMPN_WARM') => ('DENGUE_HIGH',) : 0.7059
RULES: ('TWIND_MODERATELY STRONG', 'POLS_VERY STABLE', 'SSTA_HOT') => ('DENGUE_LOW',) : 0.7647
RULES: ('SSTA_WARM', 'TWIND_WEAK', 'SOI_EL NINO') => ('DENGUE_LOW',) : 0.7222
RULES: ('TEMPS_HOT', 'TEMPN_WARM', 'SSTA_HOT') => ('DENGUE_LOW',) : 0.7727
RULES: ('TEMPS_NORMAL', 'POV_MILDLY POOR', 'NDVI_GREENEST') => ('DENGUE_LOW',) : 0.7273
RULES: ('TEMPS_NORMAL', 'NDVI_GREENER', 'RAINFALL_SMALL') => ('DENGUE_LOW',) : 0.7143
RULES: ('NDVI_LESS GREEN', 'TEMPS_COLD', 'SOI_LOW') => ('DENGUE_LOW',) : 0.9091
RULES: ('TEMPN_NORMAL', 'POLS_VERY UNSTABLE', 'POV_NORMAL') => ('SSTA_HOT',) : 0.7
RULES: ('TEMPS_COLD', 'ALT_HIGH', 'NDVI_GREENEST') => ('POPD_LOWLY DENSE',) : 0.7
RULES: ('EVI_DENSEST', 'POPD_LESS DENSE', 'RAINFALL_LARGE') => ('DENGUE_LOW',) : 0.7143
RULES: ('RAINFALL_VERY LARGE', 'POPD_LOWLY DENSE', 'TEMPN_COLD') => ('DENGUE_HIGH',) : 0.7059
RULES: ('TEMPN_NORMAL', 'RAINFALL_MEDIUM', 'POLS_VERY STABLE') => ('TDIST_FAR',) : 0.7692
RULES: ('ALT_TALL', 'SOI_HIGH', 'TEMPS_WARM') => ('DENGUE_LOW',) : 0.9
RULES: ('TDIST_DIRECT HIT', 'TEMPN_COLD', 'SOI_EL NINO') => ('DENGUE_LOW',) : 0.7692
RULES: ('NDVI_GREENER', 'EVI_DENSER', 'POPD_LOWLY DENSE') => ('DENGUE_HIGH',) : 0.7273
RULES: ('POV_MILDLY POOR', 'POLS_UNSTABLE', 'RAINFALL_VERY LARGE') => ('DENGUE_HIGH',) : 0.9
RULES: ('SSTA_COLD', 'NDVI_GREEN', 'POV_MILDLY NORMAL') => ('TDIST_FAR',) : 0.7
RULES: ('SSTA_NORMAL', 'POV_NORMAL', 'POPD_LOWLY DENSE') => ('DENGUE_HIGH',) : 0.7619
RULES: ('POLS_STABLE', 'TEMPS_WARM', 'NDVI_GREENEST') => ('DENGUE_HIGH',) : 0.7273
RULES: ('TEMPN_HOT', 'POPD_LESS DENSE', 'POV_NORMAL') => ('DENGUE_HIGH',) : 0.7037
RULES: ('POLS_STABLE', 'TEMPS_COLD', 'RAINFALL_VERY LARGE') => ('DENGUE_LOW',) : 0.7692
RULES: ('POLS_STABLE', 'POPD_HIGHLY DENSE', 'TWIND_WEAK') => ('DENGUE_LOW',) : 0.7
RULES: ('RAINFALL_MEDIUM', 'TWIND_STRONG', 'POLS_VERY STABLE') => ('TEMPS_COLD',) : 0.7333
RULES: ('ALT_TALL', 'POPD_LOWLY DENSE', 'POV_MILDLY NORMAL') => ('DENGUE_LOW',) : 0.7692
RULES: ('TEMPS_HOT', 'POV_POOR', 'NDVI_GREENER') => ('DENGUE_HIGH',) : 0.7143
RULES: ('TEMPS_WARM', 'POLS_VERY STABLE', 'RAINFALL_SMALL') => ('DENGUE_HIGH',) : 0.7273
RULES: ('POV_MILDLY POOR', 'TWIND_MODERATELY STRONG', 'ALT_LOW') => ('DENGUE_LOW',) : 0.75
RULES: ('TEMPN_NORMAL', 'RAINFALL_LARGE', 'NDVI_GREENEST') => ('DENGUE_LOW',) : 0.8889
RULES: ('TWIND_MODERATELY STRONG', 'POPD_LOWLY DENSE', 'POLS_VERY STABLE') => ('DENGUE_LOW',) : 0.7059
RULES: ('RAINFALL_MEDIUM', 'TDIST_DIRECT HIT', 'TWIND_MODERATELY WEAK') => ('DENGUE_LOW',) : 0.8
RULES: ('SSTA_COLD', 'TDIST_DIRECT HIT', 'RAINFALL_LARGE') => ('DENGUE_LOW',) : 0.7
RULES: ('NDVI_LESS GREEN', 'EVI_DENSE', 'TEMPN_COLD') => ('DENGUE_LOW',) : 0.8
RULES: ('EVI_LESS DENSE', 'TWIND_MODERATELY WEAK', 'TDIST_NEAR') => ('DENGUE_LOW',) : 0.75
RULES: ('POPD_LESS DENSE', 'POLS_STABLE', 'TEMPS_WARM') => ('DENGUE_HIGH',) : 0.8889
RULES: ('POPD_LESS DENSE', 'ALT_HIGH', 'TDIST_FAR') => ('DENGUE_HIGH',) : 0.7647
RULES: ('POV_POOR', 'ALT_NORMAL', 'NDVI_GREENEST') => ('DENGUE_LOW',) : 0.7083
RULES: ('TDIST_MIDDLING FAR', 'POV_NORMAL', 'POPD_HIGHLY DENSE') => ('DENGUE_LOW',) : 0.7333
RULES: ('POLS_STABLE', 'POV_POOR', 'SSTA_WARM') => ('DENGUE_HIGH',) : 0.7647
RULES: ('TWIND_MODERATELY STRONG', 'ALT_NORMAL', 'SOI_LOW') => ('DENGUE_LOW',) : 0.9286
RULES: ('POLS_UNSTABLE', 'SOI_LA NINA', 'EVI_DENSE') => ('DENGUE_HIGH',) : 0.8
RULES: ('POLS_STABLE', 'POV_NORMAL', 'SOI_EL NINO') => ('DENGUE_HIGH',) : 0.8182
RULES: ('SOI_HIGH', 'POV_NORMAL', 'TEMPS_WARM') => ('DENGUE_LOW',) : 0.7143
RULES: ('POV_POOR', 'TEMPS_WARM', 'SOI_EL NINO') => ('DENGUE_LOW',) : 0.7368
RULES: ('POPD_LESS DENSE', 'NDVI_GREEN', 'TDIST_NEAR') => ('DENGUE_LOW',) : 0.8
RULES: ('TEMPN_HOT', 'EVI_LESS DENSE', 'POV_MILDLY NORMAL') => ('DENGUE_LOW',) : 0.75
RULES: ('TEMPN_NORMAL', 'POPD_DENSE', 'TDIST_FAR') => ('DENGUE_HIGH',) : 1.0
RULES: ('TEMPN_HOT', 'EVI_LESS DENSE', 'POV_MILDLY POOR') => ('TDIST_FAR',) : 0.7333
RULES: ('SOI_LOW', 'TEMPS_WARM', 'RAINFALL_SMALL') => ('DENGUE_HIGH',) : 0.75
RULES: ('EVI_DENSER', 'RAINFALL_LARGE', 'TEMPS_WARM') => ('DENGUE_LOW',) : 0.7273
RULES: ('POPD_LESS DENSE', 'RAINFALL_LARGE', 'POV_NORMAL') => ('DENGUE_HIGH',) : 0.7059
RULES: ('EVI_DENSEST', 'POLS_STABLE', 'TEMPS_COLD') => ('DENGUE_LOW',) : 0.8
RULES: ('TEMPN_HOT', 'TEMPS_HOT', 'TDIST_FAR') => ('DENGUE_HIGH',) : 0.7407
RULES: ('EVI_DENSEST', 'NDVI_LESS GREEN', 'POPD_LESS DENSE') => ('DENGUE_LOW',) : 0.7059
RULES: ('POV_MILDLY POOR', 'TEMPS_WARM', 'ALT_LOW') => ('DENGUE_LOW',) : 0.8667
RULES: ('EVI_DENSEST', 'TWIND_MODERATELY STRONG', 'RAINFALL_VERY LARGE') => ('TDIST_DIRECT HIT',) : 0.7857
RULES: ('EVI_DENSER', 'POPD_HIGHLY DENSE', 'SOI_LOW') => ('POLS_VERY UNSTABLE',) : 0.8889
RULES: ('POPD_LESS DENSE', 'NDVI_GREENER', 'TDIST_FAR') => ('ALT_NORMAL',) : 0.7273
RULES: ('ALT_TALL', 'NDVI_LESS GREEN', 'POPD_LOWLY DENSE') => ('DENGUE_HIGH',) : 0.75
RULES: ('TWIND_STRONG', 'POV_NORMAL', 'ALT_NORMAL') => ('DENGUE_HIGH',) : 0.7097
RULES: ('SSTA_NORMAL', 'POPD_LOWLY DENSE', 'SOI_EL NINO') => ('DENGUE_HIGH',) : 0.8667
RULES: ('ALT_TALL', 'NDVI_GREEN', 'TEMPS_WARM') => ('DENGUE_HIGH',) : 0.7143
RULES: ('EVI_DENSE', 'TDIST_FAR', 'SOI_EL NINO') => ('DENGUE_HIGH',) : 0.7143
RULES: ('TEMPS_NORMAL', 'POPD_HIGHLY DENSE', 'SOI_LOW') => ('DENGUE_HIGH',) : 0.8333
RULES: ('SSTA_NORMAL', 'POLS_VERY STABLE', 'ALT_NORMAL') => ('DENGUE_LOW',) : 0.7222
RULES: ('NDVI_GREENEST', 'POV_NORMAL', 'RAINFALL_VERY LARGE') => ('DENGUE_HIGH',) : 0.7333
RULES: ('POLS_VERY UNSTABLE', 'NDVI_GREENEST', 'TDIST_NEAR') => ('SOI_LA NINA',) : 0.75
RULES: ('EVI_DENSEST', 'POPD_LESS DENSE', 'ALT_TALL') => ('DENGUE_LOW',) : 0.7273
RULES: ('SSTA_COLD', 'TEMPS_COLD', 'TWIND_MODERATELY STRONG') => ('DENGUE_HIGH',) : 0.7647
RULES: ('TEMPS_NORMAL', 'POV_MILDLY POOR', 'POLS_VERY STABLE') => ('DENGUE_HIGH',) : 0.75
RULES: ('TDIST_MIDDLING FAR', 'POV_NORMAL', 'RAINFALL_VERY LARGE') => ('DENGUE_LOW',) : 0.8
RULES: ('ALT_TALL', 'POPD_LOWLY DENSE', 'SOI_LA NINA') => ('DENGUE_HIGH',) : 0.75
RULES: ('SSTA_NORMAL', 'TWIND_MODERATELY WEAK', 'ALT_LOW') => ('DENGUE_HIGH',) : 0.75
RULES: ('EVI_DENSEST', 'NDVI_LESS GREEN', 'TEMPS_WARM') => ('DENGUE_HIGH',) : 0.7333
RULES: ('EVI_DENSER', 'NDVI_LESS GREEN', 'POV_NORMAL') => ('DENGUE_HIGH',) : 0.8
RULES: ('TDIST_MIDDLING FAR', 'ALT_HIGH', 'TWIND_WEAK') => ('DENGUE_LOW',) : 0.8125
RULES: ('TWIND_MODERATELY STRONG', 'RAINFALL_SMALL', 'EVI_LESS DENSE') => ('DENGUE_HIGH',) : 0.7333
RULES: ('RAINFALL_MEDIUM', 'POLS_UNSTABLE', 'POV_POOR') => ('TDIST_DIRECT HIT',) : 0.7692
RULES: ('NDVI_LESS GREEN', 'POPD_DENSE', 'SOI_HIGH') => ('EVI_LESS DENSE',) : 0.8462
RULES: ('POLS_VERY UNSTABLE', 'POPD_DENSE', 'TWIND_MODERATELY STRONG') => ('DENGUE_HIGH',) : 0.8462
RULES: ('ALT_TALL', 'EVI_DENSEST', 'TEMPN_NORMAL') => ('DENGUE_HIGH',) : 0.7333
RULES: ('TEMPS_NORMAL', 'TEMPN_HOT', 'TDIST_NEAR') => ('DENGUE_HIGH',) : 0.7273
RULES: ('EVI_DENSEST', 'POPD_LESS DENSE', 'POV_POOR') => ('ALT_NORMAL',) : 0.7143
RULES: ('ALT_TALL', 'NDVI_GREENEST', 'TDIST_FAR') => ('DENGUE_HIGH',) : 0.7333
RULES: ('ALT_TALL', 'TWIND_STRONG', 'TEMPN_WARM') => ('DENGUE_HIGH',) : 0.7222
RULES: ('TEMPN_HOT', 'TEMPS_HOT', 'NDVI_GREENER') => ('DENGUE_HIGH',) : 0.8889
RULES: ('ALT_TALL', 'POLS_UNSTABLE', 'SOI_HIGH') => ('DENGUE_LOW',) : 1.0
RULES: ('SSTA_COLD', 'POPD_DENSE', 'TEMPS_HOT') => ('TDIST_FAR',) : 0.7143
RULES: ('ALT_HIGH', 'TWIND_WEAK', 'NDVI_GREENEST') => ('DENGUE_LOW',) : 0.7333
RULES: ('TEMPS_COLD', 'TDIST_MIDDLING FAR', 'EVI_LESS DENSE') => ('DENGUE_LOW',) : 0.8333
RULES: ('TWIND_STRONG', 'POV_NORMAL', 'SSTA_HOT') => ('DENGUE_HIGH',) : 0.7037
RULES: ('SSTA_COLD', 'RAINFALL_MEDIUM', 'TEMPS_HOT') => ('DENGUE_HIGH',) : 0.7059
RULES: ('NDVI_GREEN', 'SOI_HIGH', 'ALT_LOW') => ('DENGUE_LOW',) : 0.7059
RULES: ('POPD_LESS DENSE', 'TWIND_MODERATELY STRONG', 'ALT_NORMAL') => ('DENGUE_LOW',) : 0.7647
RULES: ('POPD_DENSE', 'TWIND_MODERATELY WEAK', 'SOI_LA NINA') => ('DENGUE_LOW',) : 0.75
RULES: ('SSTA_NORMAL', 'TEMPS_HOT', 'TWIND_WEAK') => ('DENGUE_HIGH',) : 0.7619
RULES: ('TEMPS_COLD', 'TWIND_MODERATELY STRONG', 'RAINFALL_LARGE') => ('DENGUE_LOW',) : 0.8
RULES: ('TWIND_MODERATELY STRONG', 'ALT_NORMAL', 'TEMPN_WARM') => ('DENGUE_LOW',) : 0.7333
RULES: ('NDVI_LESS GREEN', 'SOI_LA NINA', 'POV_MILDLY NORMAL') => ('ALT_LOW',) : 0.7222
RULES: ('TEMPN_HOT', 'TEMPS_HOT', 'TDIST_NEAR') => ('DENGUE_HIGH',) : 0.7273
RULES: ('NDVI_LESS GREEN', 'RAINFALL_LARGE', 'EVI_DENSE') => ('DENGUE_LOW',) : 0.7143
RULES: ('POLS_STABLE', 'EVI_LESS DENSE', 'POPD_HIGHLY DENSE') => ('DENGUE_LOW',) : 0.7368
RULES: ('TWIND_STRONG', 'POLS_VERY STABLE', 'SSTA_HOT') => ('DENGUE_HIGH',) : 0.7407
RULES: ('TEMPS_NORMAL', 'POV_MILDLY POOR', 'TDIST_NEAR') => ('SOI_EL NINO',) : 0.7273
RULES: ('TEMPS_HOT', 'TWIND_WEAK', 'NDVI_GREENEST') => ('DENGUE_LOW',) : 0.7143
RULES: ('NDVI_GREEN', 'TWIND_MODERATELY WEAK', 'TEMPN_WARM') => ('DENGUE_LOW',) : 0.7222
RULES: ('TEMPS_NORMAL', 'POPD_LOWLY DENSE', 'SOI_LOW') => ('DENGUE_LOW',) : 0.7143
RULES: ('POLS_UNSTABLE', 'POPD_LOWLY DENSE', 'SOI_LA NINA') => ('DENGUE_HIGH',) : 0.75
RULES: ('ALT_HIGH', 'POV_NORMAL', 'TWIND_WEAK') => ('DENGUE_LOW',) : 0.75
RULES: ('SSTA_WARM', 'TEMPS_WARM', 'TDIST_FAR') => ('DENGUE_HIGH',) : 0.7647
RULES: ('SSTA_NORMAL', 'POPD_HIGHLY DENSE', 'POLS_VERY STABLE') => ('NDVI_GREEN',) : 0.7273
RULES: ('TDIST_MIDDLING FAR', 'ALT_HIGH', 'NDVI_GREENEST') => ('TEMPS_HOT',) : 0.8
RULES: ('EVI_DENSEST', 'ALT_HIGH', 'SOI_EL NINO') => ('SSTA_COLD',) : 0.7222
RULES: ('SSTA_COLD', 'POV_MILDLY POOR', 'RAINFALL_VERY LARGE') => ('DENGUE_HIGH',) : 0.7143
RULES: ('RAINFALL_SMALL', 'NDVI_GREENEST', 'SOI_EL NINO') => ('DENGUE_LOW',) : 0.7222
RULES: ('POPD_LESS DENSE', 'RAINFALL_VERY LARGE', 'SOI_LOW') => ('DENGUE_HIGH',) : 0.7857
RULES: ('POV_NORMAL', 'POPD_LOWLY DENSE', 'NDVI_GREENEST') => ('DENGUE_HIGH',) : 0.76
RULES: ('NDVI_GREENER', 'ALT_NORMAL', 'POV_MILDLY NORMAL') => ('DENGUE_HIGH',) : 0.8
RULES: ('ALT_TALL', 'TEMPN_HOT', 'TEMPS_HOT') => ('DENGUE_HIGH',) : 0.75
RULES: ('ALT_TALL', 'TDIST_MIDDLING FAR', 'RAINFALL_VERY LARGE') => ('DENGUE_LOW',) : 0.7857
RULES: ('TWIND_MODERATELY STRONG', 'SOI_LA NINA', 'ALT_LOW') => ('DENGUE_LOW',) : 0.75
RULES: ('SSTA_WARM', 'NDVI_GREENEST', 'SOI_EL NINO') => ('ALT_NORMAL',) : 0.7273
RULES: ('SSTA_WARM', 'ALT_NORMAL', 'NDVI_GREENEST') => ('SOI_EL NINO',) : 0.8889
RULES: ('POPD_HIGHLY DENSE', 'TEMPS_HOT', 'RAINFALL_LARGE') => ('DENGUE_LOW',) : 0.8462
RULES: ('POV_POOR', 'NDVI_GREENEST', 'EVI_LESS DENSE') => ('DENGUE_LOW',) : 0.7333
RULES: ('EVI_DENSER', 'TWIND_MODERATELY WEAK', 'POPD_HIGHLY DENSE') => ('POV_POOR',) : 0.7273
RULES: ('TWIND_MODERATELY WEAK', 'NDVI_GREENEST', 'SOI_LOW') => ('DENGUE_HIGH',) : 0.8
RULES: ('NDVI_GREEN', 'TEMPN_COLD', 'ALT_LOW') => ('DENGUE_LOW',) : 0.7222
RULES: ('POLS_STABLE', 'EVI_LESS DENSE', 'TEMPN_WARM') => ('DENGUE_HIGH',) : 0.7222
RULES: ('POPD_HIGHLY DENSE', 'ALT_HIGH', 'TEMPS_WARM') => ('RAINFALL_VERY LARGE',) : 0.8
RULES: ('EVI_DENSER', 'POPD_LESS DENSE', 'SOI_EL NINO') => ('DENGUE_HIGH',) : 0.7273
RULES: ('TDIST_MIDDLING FAR', 'TWIND_STRONG', 'TEMPN_WARM') => ('DENGUE_HIGH',) : 0.7391
RULES: ('SSTA_COLD', 'TWIND_MODERATELY STRONG', 'TDIST_NEAR') => ('DENGUE_LOW',) : 0.9167
RULES: ('NDVI_GREENER', 'RAINFALL_VERY LARGE', 'ALT_NORMAL') => ('DENGUE_LOW',) : 0.7
RULES: ('POV_MILDLY POOR', 'DENGUE_LOW', 'TWIND_MODERATELY WEAK') => ('TDIST_FAR',) : 0.7143
RULES: ('SOI_HIGH', 'TEMPS_COLD', 'RAINFALL_SMALL') => ('DENGUE_HIGH',) : 0.7692
RULES: ('SSTA_NORMAL', 'POV_MILDLY POOR', 'POPD_LOWLY DENSE') => ('DENGUE_LOW',) : 0.8
RULES: ('SSTA_COLD', 'NDVI_LESS GREEN', 'POPD_LOWLY DENSE') => ('DENGUE_HIGH',) : 0.76
RULES: ('SSTA_COLD', 'RAINFALL_LARGE', 'TEMPS_WARM') => ('DENGUE_LOW',) : 0.7
RULES: ('EVI_DENSER', 'NDVI_GREEN', 'SOI_LOW') => ('DENGUE_HIGH',) : 0.8667
RULES: ('EVI_DENSER', 'TWIND_STRONG', 'SOI_LOW') => ('DENGUE_HIGH',) : 0.7143
RULES: ('NDVI_LESS GREEN', 'POLS_UNSTABLE', 'TEMPN_WARM') => ('DENGUE_HIGH',) : 0.7143
RULES: ('POV_MILDLY POOR', 'TEMPN_WARM', 'NDVI_GREENEST') => ('DENGUE_LOW',) : 0.75
RULES: ('POPD_LESS DENSE', 'NDVI_GREENEST', 'RAINFALL_MEDIUM') => ('DENGUE_LOW',) : 0.8
RULES: ('ALT_HIGH', 'EVI_DENSE', 'SOI_EL NINO') => ('SSTA_HOT',) : 0.7273
RULES: ('TDIST_MIDDLING FAR', 'TWIND_MODERATELY WEAK', 'TEMPN_WARM') => ('DENGUE_LOW',) : 0.8182
RULES: ('POPD_HIGHLY DENSE', 'SSTA_WARM', 'ALT_NORMAL') => ('DENGUE_LOW',) : 0.7895
RULES: ('EVI_DENSEST', 'POPD_LESS DENSE', 'SSTA_COLD') => ('DENGUE_LOW',) : 0.7
RULES: ('NDVI_GREEN', 'TWIND_STRONG', 'SOI_LOW') => ('DENGUE_HIGH',) : 0.75
RULES: ('TEMPS_NORMAL', 'TWIND_MODERATELY STRONG', 'SOI_LA NINA') => ('DENGUE_LOW',) : 0.75
RULES: ('TEMPS_COLD', 'POPD_LOWLY DENSE', 'TWIND_MODERATELY WEAK') => ('DENGUE_HIGH',) : 0.7692
RULES: ('ALT_LOW', 'EVI_LESS DENSE', 'POV_MILDLY NORMAL') => ('DENGUE_LOW',) : 0.7619
RULES: ('EVI_DENSER', 'TWIND_STRONG', 'POV_MILDLY NORMAL') => ('DENGUE_HIGH',) : 0.7692
RULES: ('TDIST_NEAR', 'POV_POOR', 'NDVI_GREENEST') => ('DENGUE_LOW',) : 0.7857
RULES: ('POPD_DENSE', 'POV_NORMAL', 'SOI_EL NINO') => ('EVI_LESS DENSE',) : 0.8182
RULES: ('EVI_DENSEST', 'SSTA_COLD', 'POLS_UNSTABLE') => ('DENGUE_LOW',) : 0.7222
RULES: ('SOI_HIGH', 'TEMPS_COLD', 'POLS_VERY STABLE') => ('DENGUE_HIGH',) : 0.7059
RULES: ('SSTA_NORMAL', 'NDVI_GREEN', 'RAINFALL_VERY LARGE') => ('DENGUE_LOW',) : 0.7273
RULES: ('TWIND_MODERATELY STRONG', 'RAINFALL_SMALL', 'SSTA_HOT') => ('DENGUE_LOW',) : 0.7857
RULES: ('SSTA_NORMAL', 'POLS_UNSTABLE', 'TWIND_WEAK') => ('DENGUE_HIGH',) : 0.75
RULES: ('TWIND_MODERATELY STRONG', 'TDIST_FAR', 'SSTA_HOT') => ('ALT_NORMAL',) : 0.7143
RULES: ('POLS_UNSTABLE', 'POPD_LOWLY DENSE', 'TEMPN_WARM') => ('DENGUE_HIGH',) : 0.75
RULES: ('NDVI_LESS GREEN', 'TEMPS_WARM', 'TDIST_NEAR') => ('POPD_HIGHLY DENSE',) : 0.8
RULES: ('TDIST_DIRECT HIT', 'SOI_HIGH', 'TWIND_MODERATELY WEAK') => ('DENGUE_LOW',) : 0.7273
RULES: ('POLS_STABLE', 'POPD_LOWLY DENSE', 'SOI_LA NINA') => ('DENGUE_LOW',) : 0.7647
RULES: ('EVI_DENSER', 'TWIND_STRONG', 'NDVI_GREENEST') => ('POPD_LOWLY DENSE',) : 0.75
RULES: ('POV_POOR', 'RAINFALL_LARGE', 'NDVI_GREENEST') => ('DENGUE_LOW',) : 0.8667
RULES: ('SSTA_NORMAL', 'TEMPS_HOT', 'POLS_VERY STABLE') => ('DENGUE_HIGH',) : 0.7
RULES: ('POLS_STABLE', 'TWIND_MODERATELY WEAK', 'SOI_LA NINA') => ('DENGUE_LOW',) : 0.8
RULES: ('SSTA_COLD', 'POPD_LESS DENSE', 'TDIST_NEAR') => ('DENGUE_LOW',) : 0.8
RULES: ('ALT_TALL', 'TEMPN_HOT', 'RAINFALL_SMALL') => ('DENGUE_HIGH',) : 0.75
RULES: ('POV_POOR', 'RAINFALL_LARGE', 'TWIND_MODERATELY STRONG') => ('DENGUE_LOW',) : 0.8889
RULES: ('NDVI_GREEN', 'TWIND_STRONG', 'POV_NORMAL') => ('DENGUE_HIGH',) : 0.7188
RULES: ('POV_MILDLY POOR', 'ALT_NORMAL', 'EVI_DENSE') => ('DENGUE_HIGH',) : 0.7333
RULES: ('TEMPS_HOT', 'TWIND_MODERATELY STRONG', 'TEMPN_COLD') => ('DENGUE_LOW',) : 0.7273
RULES: ('SOI_HIGH', 'TEMPS_COLD', 'POV_NORMAL') => ('DENGUE_HIGH',) : 0.75
RULES: ('TEMPS_HOT', 'TWIND_MODERATELY STRONG', 'RAINFALL_LARGE') => ('DENGUE_LOW',) : 0.8889
RULES: ('POV_MILDLY POOR', 'POLS_UNSTABLE', 'ALT_NORMAL') => ('DENGUE_HIGH',) : 0.75
RULES: ('NDVI_GREENER', 'TEMPS_HOT', 'TWIND_WEAK') => ('DENGUE_HIGH',) : 0.7692
RULES: ('TEMPS_NORMAL', 'RAINFALL_LARGE', 'TWIND_WEAK') => ('DENGUE_LOW',) : 0.7273
RULES: ('POLS_VERY UNSTABLE', 'POPD_DENSE', 'TEMPS_WARM') => ('DENGUE_HIGH',) : 0.7333
RULES: ('RAINFALL_LARGE', 'TDIST_FAR', 'POV_MILDLY NORMAL') => ('DENGUE_LOW',) : 0.8182
RULES: ('POLS_STABLE', 'TDIST_DIRECT HIT', 'EVI_DENSE') => ('TWIND_STRONG',) : 0.8889
RULES: ('TWIND_STRONG', 'TEMPS_HOT', 'SOI_HIGH') => ('DENGUE_HIGH',) : 0.8
RULES: ('SSTA_WARM', 'TWIND_WEAK', 'POPD_LOWLY DENSE') => ('DENGUE_HIGH',) : 0.8
RULES: ('NDVI_GREENER', 'POLS_VERY STABLE', 'RAINFALL_SMALL') => ('DENGUE_HIGH',) : 0.7692
RULES: ('EVI_LESS DENSE', 'ALT_HIGH', 'SSTA_HOT') => ('DENGUE_HIGH',) : 0.7222
RULES: ('ALT_TALL', 'TDIST_MIDDLING FAR', 'TEMPS_COLD') => ('DENGUE_LOW',) : 0.7273
RULES: ('RAINFALL_LARGE', 'TWIND_MODERATELY WEAK', 'SOI_EL NINO') => ('DENGUE_LOW',) : 0.7273
RULES: ('TEMPN_NORMAL', 'ALT_TALL', 'SOI_EL NINO') => ('DENGUE_HIGH',) : 0.8
RULES: ('TDIST_MIDDLING FAR', 'NDVI_GREENEST', 'SSTA_HOT') => ('DENGUE_LOW',) : 0.8182
RULES: ('NDVI_LESS GREEN', 'SOI_HIGH', 'TWIND_MODERATELY STRONG') => ('DENGUE_LOW',) : 0.8667
RULES: ('EVI_LESS DENSE', 'SOI_LA NINA', 'NDVI_GREENEST') => ('DENGUE_LOW',) : 0.75
RULES: ('POLS_UNSTABLE', 'POV_POOR', 'TWIND_MODERATELY STRONG') => ('RAINFALL_VERY LARGE',) : 0.7273
RULES: ('POV_POOR', 'RAINFALL_LARGE', 'TDIST_NEAR') => ('DENGUE_LOW',) : 0.8182
RULES: ('POPD_HIGHLY DENSE', 'POLS_UNSTABLE', 'NDVI_GREENEST') => ('DENGUE_LOW',) : 0.8333
RULES: ('NDVI_LESS GREEN', 'POPD_LESS DENSE', 'TEMPN_COLD') => ('DENGUE_LOW',) : 0.7143
RULES: ('POPD_DENSE', 'TDIST_DIRECT HIT', 'ALT_NORMAL') => ('POV_POOR',) : 0.7143
RULES: ('ALT_TALL', 'NDVI_GREEN', 'SOI_LA NINA') => ('DENGUE_HIGH',) : 0.7143
RULES: ('POLS_VERY UNSTABLE', 'RAINFALL_VERY LARGE', 'TDIST_FAR') => ('DENGUE_HIGH',) : 0.7143
RULES: ('SOI_HIGH', 'POV_POOR', 'ALT_HIGH') => ('DENGUE_HIGH',) : 0.7273
RULES: ('ALT_LOW', 'SOI_LA NINA', 'RAINFALL_SMALL') => ('DENGUE_LOW',) : 0.7778
RULES: ('ALT_TALL', 'POLS_VERY UNSTABLE', 'TEMPS_COLD') => ('DENGUE_HIGH',) : 0.7083
RULES: ('EVI_DENSER', 'POV_MILDLY POOR', 'RAINFALL_VERY LARGE') => ('DENGUE_HIGH',) : 0.7273
RULES: ('NDVI_GREEN', 'RAINFALL_SMALL', 'TDIST_NEAR') => ('SSTA_HOT',) : 0.7143
RULES: ('TEMPN_NORMAL', 'POPD_HIGHLY DENSE', 'EVI_DENSER') => ('DENGUE_LOW',) : 0.7273
RULES: ('TEMPS_COLD', 'SSTA_WARM', 'SOI_LOW') => ('DENGUE_HIGH',) : 0.7273
RULES: ('EVI_DENSEST', 'POLS_STABLE', 'TEMPN_WARM') => ('DENGUE_LOW',) : 0.7273
RULES: ('POPD_HIGHLY DENSE', 'TEMPS_HOT', 'NDVI_GREENER') => ('DENGUE_HIGH',) : 0.9167
RULES: ('TDIST_MIDDLING FAR', 'POLS_VERY UNSTABLE', 'ALT_LOW') => ('DENGUE_LOW',) : 0.7333
RULES: ('TEMPS_HOT', 'TWIND_MODERATELY STRONG', 'POPD_LOWLY DENSE') => ('DENGUE_LOW',) : 0.75
RULES: ('SSTA_NORMAL', 'RAINFALL_MEDIUM', 'TDIST_FAR') => ('DENGUE_HIGH',) : 0.75
RULES: ('TDIST_MIDDLING FAR', 'TEMPS_WARM', 'NDVI_LESS GREEN') => ('DENGUE_LOW',) : 0.7692
RULES: ('RAINFALL_MEDIUM', 'ALT_HIGH', 'TDIST_FAR') => ('DENGUE_HIGH',) : 0.8235
RULES: ('ALT_TALL', 'SSTA_COLD', 'RAINFALL_SMALL') => ('DENGUE_HIGH',) : 0.7333
RULES: ('SSTA_COLD', 'POPD_LESS DENSE', 'TEMPS_WARM') => ('DENGUE_LOW',) : 0.7143
